<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;;Žòêðûòèå 10-09;Œàêñèìóì 10-09;Œèíèìóì 10-09;‡àêðûòèå 10-09;Žòêðûòèå 10-10;Œàêñèìóì 10-10;Œèíèìóì 10-10;‡àêðûòèå 10-10;Žòêðûòèå 12-11;Œàêñèìóì 12-11;Œèíèìóì 12-11;‡àêðûòèå 12-11;Žòêðûòèå 10-12;Œàêñèìóì 10-12;Œèíèìóì 10-12;‡àêðûòèå 10-12
SPFB,RTS-12,18;1;12,11,2018;20:49;111220;111230;111190;111210;241;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;20:50;111210;111210;111170;111200;191;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;20:51;111200;111230;111190;111220;82;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;20:52;111210;111210;111170;111190;114;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;20:53;111190;111190;111150;111170;125;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;20:54;111170;111180;111160;111170;62;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;20:55;111160;111190;111160;111170;39;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;20:56;111170;111200;111150;111190;124;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;20:57;111190;111240;111190;111210;358;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;20:58;111200;111220;111180;111190;90;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;20:59;111200;111210;111180;111180;49;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:00;111180;111180;111130;111160;188;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:01;111160;111180;111150;111150;217;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:02;111160;111160;111130;111150;72;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:03;111150;111160;111110;111110;66;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:04;111120;111140;111110;111120;86;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:05;111110;111140;111110;111130;31;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:06;111130;111130;111080;111080;146;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:07;111080;111090;111030;111070;244;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:08;111070;111080;111000;111010;933;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:09;111000;111000;110970;110980;271;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:10;110980;111000;110920;110950;593;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:11;110940;110980;110920;110970;494;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:12;110980;111030;110980;111010;738;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:13;111010;111020;110990;110990;102;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:14;110990;111010;110990;110990;83;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:15;110990;111000;110980;110990;30;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:16;110990;111050;110990;111050;205;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:17;111040;111080;111040;111050;369;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:18;111060;111070;111020;111050;102;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:19;111040;111050;110970;110980;289;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:20;110990;111000;110900;110900;523;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:21;110910;110960;110900;110910;428;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:22;110910;110910;110780;110830;1285;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:23;110820;110900;110810;110900;523;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:24;110890;110890;110830;110860;205;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:25;110860;110870;110850;110870;111;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:26;110860;110900;110860;110900;145;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:27;110900;110920;110890;110920;365;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:28;110920;110960;110910;110960;341;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:29;110950;110990;110930;110990;287;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:30;110980;110980;110910;110920;74;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:31;110920;110960;110910;110940;127;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:32;110930;110960;110930;110960;95;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:33;110960;110960;110900;110900;104;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:34;110890;110890;110840;110860;552;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:35;110870;110920;110850;110920;337;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:36;110920;110930;110860;110910;332;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:37;110910;111000;110910;110940;683;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:38;110930;110950;110900;110940;278;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:39;110910;110940;110880;110890;515;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:40;110890;110920;110880;110890;424;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:41;110880;110930;110880;110900;624;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:42;110910;110920;110890;110910;451;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:43;110910;110920;110870;110870;362;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:44;110870;110870;110830;110840;174;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:45;110850;110860;110830;110840;275;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:46;110840;110840;110790;110800;650;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:47;110810;110820;110750;110800;564;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:48;110790;110860;110780;110860;452;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:49;110850;110910;110830;110890;419;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:50;110890;110900;110850;110860;76;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:51;110860;110920;110860;110900;398;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:52;110910;110980;110900;110970;400;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:53;110960;111000;110930;111000;415;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:54;111000;111120;110980;111100;1120;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:55;111080;111130;111080;111110;463;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:56;111110;111140;111110;111130;111;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:57;111120;111120;111090;111100;196;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:58;111100;111100;111070;111090;189;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;21:59;111100;111110;111060;111070;85;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:00;111060;111070;111020;111040;178;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:01;111030;111050;111020;111040;134;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:02;111030;111070;111020;111030;80;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:03;111030;111080;111020;111080;105;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:04;111080;111080;111040;111070;67;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:05;111070;111140;111030;111140;389;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:06;111140;111150;111070;111090;268;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:07;111080;111100;111050;111100;46;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:08;111090;111120;111090;111110;49;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:09;111100;111110;111070;111090;72;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:10;111090;111120;111090;111100;49;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:11;111090;111150;111090;111150;78;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:12;111150;111240;111150;111220;608;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:13;111220;111230;111190;111220;305;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:14;111230;111290;111220;111290;429;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:15;111290;111290;111220;111230;117;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:16;111230;111240;111180;111180;250;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:17;111190;111250;111180;111190;321;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:18;111200;111200;111170;111190;175;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:19;111190;111280;111190;111240;286;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:20;111250;111260;111160;111160;322;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:21;111180;111180;111080;111110;622;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:22;111100;111130;111080;111090;231;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:23;111110;111130;111030;111040;255;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:24;111050;111080;111020;111030;238;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:25;111030;111080;111020;111080;176;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:26;111070;111070;111030;111040;71;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:27;111050;111100;111030;111060;249;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:28;111060;111070;111030;111040;69;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:29;111030;111050;110970;111010;561;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:30;111000;111020;110960;110980;193;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:31;110970;111000;110970;110980;204;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:32;110970;111050;110970;111040;286;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:33;111040;111050;110980;110980;391;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:34;111000;111000;110910;110930;474;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:35;110930;110970;110920;110970;79;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:36;110970;110990;110870;110890;436;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:37;110900;110910;110800;110820;1007;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:38;110830;110860;110800;110810;540;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:39;110810;110880;110810;110860;220;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:40;110860;110880;110830;110880;144;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:41;110860;110920;110840;110900;741;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:42;110900;110920;110870;110900;145;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:43;110910;111000;110900;111000;487;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:44;111000;111000;110960;110980;97;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:45;110980;111020;110940;110950;350;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:46;110950;111050;110950;111050;403;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:47;111040;111060;111010;111020;139;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:48;111030;111080;111010;111070;169;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:49;111070;111080;111030;111060;159;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:50;111060;111060;111020;111040;72;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:51;111030;111050;111010;111020;114;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:52;111020;111030;110970;110980;178;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:53;110990;110990;110930;110960;247;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:54;110970;110970;110890;110910;177;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:55;110910;110920;110890;110890;105;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:56;110890;110920;110880;110910;140;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:57;110890;110900;110870;110900;166;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:58;110910;110920;110840;110860;210;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;22:59;110860;110890;110840;110850;486;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;23:00;110840;110860;110820;110850;247;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;23:01;110830;110870;110830;110860;461;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;23:02;110860;110900;110860;110890;154;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;23:03;110900;110910;110820;110820;199;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;23:04;110830;110910;110820;110910;151;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;23:05;110900;110900;110850;110860;74;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;23:06;110860;110860;110810;110840;164;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;23:07;110840;110850;110830;110830;56;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;23:08;110830;110850;110730;110760;673;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;23:09;110760;110780;110730;110760;606;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;23:10;110760;110770;110710;110730;212;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;23:11;110730;110750;110690;110740;249;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;23:12;110740;110780;110710;110720;323;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;23:13;110720;110720;110630;110650;691;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;23:14;110660;110710;110650;110670;281;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;23:15;110670;110720;110670;110670;169;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;23:16;110680;110680;110630;110650;443;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;23:17;110640;110650;110600;110640;713;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;23:18;110650;110720;110620;110700;375;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;23:19;110700;110700;110620;110650;307;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;23:20;110650;110660;110590;110650;497;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;23:21;110650;110660;110590;110650;168;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;23:22;110650;110660;110640;110660;86;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;23:23;110670;110750;110670;110750;334;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;23:24;110750;110760;110690;110710;180;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;23:25;110710;110710;110670;110670;278;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;23:26;110680;110680;110640;110640;106;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;23:27;110650;110710;110650;110710;55;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;23:28;110700;110710;110610;110630;213;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;23:29;110620;110630;110580;110610;361;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;23:30;110620;110650;110610;110620;61;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;23:31;110610;110610;110560;110560;262;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;23:32;110560;110580;110540;110560;430;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;23:33;110570;110600;110540;110550;373;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;23:34;110550;110570;110470;110510;1193;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;23:35;110500;110560;110490;110540;330;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;23:36;110540;110560;110500;110560;434;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;23:37;110560;110580;110530;110550;225;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;23:38;110550;110600;110540;110590;398;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;23:39;110590;110590;110540;110550;234;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;23:40;110540;110570;110520;110550;219;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;23:41;110540;110560;110520;110550;170;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;23:42;110540;110600;110540;110590;218;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;23:43;110580;110610;110580;110600;344;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;23:44;110590;110640;110560;110580;364;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;23:45;110570;110590;110450;110510;694;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;23:46;110510;110580;110490;110560;512;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;23:47;110560;110640;110550;110620;352;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;23:48;110630;110660;110560;110560;409;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;23:49;110580;110580;110510;110510;279;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;12,11,2018;23:50;110520;110520;110310;110340;1626;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:01;114440;114850;114000;114620;8932;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:02;114600;114860;114500;114660;6467;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:03;114660;114750;114560;114630;4494;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:04;114630;114640;114570;114620;723;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:05;114620;114650;114600;114650;623;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:06;114640;114760;114610;114680;1433;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:07;114690;114720;114610;114620;606;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:08;114620;114640;114600;114620;377;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:09;114620;114670;114610;114630;567;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:10;114640;114650;114600;114650;443;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:11;114650;114790;114620;114750;1095;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:12;114760;114810;114650;114780;1205;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:13;114780;114800;114710;114710;498;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:14;114720;114800;114690;114780;743;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:15;114770;114790;114690;114710;859;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:16;114710;114740;114650;114660;1215;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:17;114660;114720;114620;114710;621;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:18;114720;114730;114690;114720;387;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:19;114720;114810;114710;114760;666;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:20;114750;114830;114700;114830;898;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:21;114830;114890;114790;114810;1349;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:22;114810;114840;114790;114800;183;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:23;114800;114830;114780;114800;304;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:24;114790;114820;114760;114770;168;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:25;114770;114810;114750;114790;209;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:26;114810;114840;114770;114810;234;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:27;114810;114840;114780;114840;448;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:28;114840;114880;114790;114790;989;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:29;114790;114820;114740;114750;477;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:30;114750;114790;114740;114770;345;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:31;114780;114840;114760;114820;266;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:32;114820;114830;114760;114790;546;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:33;114790;114840;114780;114830;166;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:34;114840;114890;114830;114840;496;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:35;114850;114850;114810;114830;218;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:36;114830;114870;114790;114800;416;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:37;114790;114830;114790;114820;147;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:38;114810;114890;114810;114880;414;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:39;114870;114930;114870;114900;842;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:40;114890;114960;114860;114870;837;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:41;114880;114900;114820;114850;306;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:42;114860;114920;114850;114910;381;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:43;114920;114990;114900;114970;675;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:44;114980;115050;114940;114950;1910;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:45;114940;115040;114930;115010;631;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:46;115020;115030;114970;115000;627;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:47;115010;115040;114990;115040;429;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:48;115040;115050;114950;114980;704;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:49;114970;115130;114970;115120;1537;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:50;115120;115210;115100;115140;1927;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:51;115140;115160;115060;115080;522;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:52;115070;115120;115050;115120;499;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:53;115120;115130;115040;115060;503;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:54;115060;115070;115020;115040;405;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:55;115040;115090;114910;115040;2278;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:56;115040;115060;114920;114960;1264;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:57;114970;114970;114920;114950;435;;;;;;;;;;;;;;;;;
SPFB,RTS-12,18;1;10,12,2018;10:58;114950;115090;114950;115090;737;;;;;;;;;;;;;;;;;
